citing,cited,citing_sic,citing_gyear,citing_icl,cited_sic,cited_gyear,cited_icl
6806691,6717458,3674,2004,G05F,3674,2004,G05F
6806693,6703813,3674,2004,G05F,3674,2004,G05F
6806693,6703816,3674,2004,G05F,3674,2004,G05F
6806693,6710583,3674,2004,G05F,3674,2004,G05F
6806693,6759836,3674,2004,G05F,3674,2004,G05F
6806715,6678845,3576,2004,G01R,3674,2004,G01R
6806901,6720999,3674,2004,H04N,3576,2004,H04N
6806901,6750906,3674,2004,H04N,3576,2004,H04N
6806901,6750910,3674,2004,H04N,3674,2004,H04N
6806901,6753913,3674,2004,H04N,3674,2004,H04N
6806976,6748471,3570,2004,G06F,3576,2004,G06F
6807010,6734889,3861,2004,G02B,3861,2004,B41J
6807061,6771507,3570,2004,H05K,3570,2004,H05H
6807076,6690588,6172,2004,H02M,6172,2004,H02M
6807095,6717847,3572,2004,G11C,3572,2004,G11C
6807114,6700821,3674,2004,G11C,3674,2004,G11C
6807114,6711056,3674,2004,G11C,3674,2004,G11C
6807114,6724670,3674,2004,G11C,3674,2004,G11C
6807114,6725403,3674,2004,G11C,3674,2004,G11C
6807118,6674679,3570,2004,G11C,3570,2004,G11C
6807181,6754826,3571,2004,G06F,7370,2004,H04L
6807286,6697535,7372,2004,G06K,3823,2004,G06K
6807518,6678678,3711,2004,G06F,3674,2004,G06F
6807518,6728685,3711,2004,G06F,3711,2004,G06F
6807522,6697968,7373,2004,G06F,7373,2004,G06F
6807530,6748366,7370,2004,G06F,3674,2004,G06F
6807548,6675375,7372,2004,G06F,3571,2004,G06F
6807548,6704926,7372,2004,G06F,7370,2004,G06F
6807548,6704927,7372,2004,G06F,3571,2004,G06F
6807552,6748408,7370,2004,G06F,7370,2004,G06F
6807578,6683850,7370,2004,G06F,3674,2004,H04L
6807596,6684343,3570,2004,G06F,3570,2004,G06F
6807599,6691185,3674,2004,G06F,3571,2004,G06F
6807599,6697890,3674,2004,G06F,3674,2004,G06F
6807605,6687765,3570,2004,G06F,7370,2004,G06F
6807608,6704843,7370,2004,G06F,7370,2004,G06F
6807608,6732208,7370,2004,G06F,6794,2004,G06F
6807619,6728836,3572,2004,G06F,3572,2004,G06F
6807622,6715063,3674,2004,G06F,3674,2004,G06F
6807640,6747997,3674,2004,G06F,3674,2004,H04J
6807645,6728914,7370,2004,G01R,7372,2004,G01R
6808259,6682190,3570,2004,B41J,3570,2004,B41J
6808269,6676260,3861,2004,G03B,3861,2004,G03B
6808368,6685434,9997,2004,F01D,9997,2004,F01D
6808368,6722853,9997,2004,F01D,9997,2004,F01D
6808414,6702590,3678,2004,H01R,3678,2004,H01R
6808444,6718111,3678,2004,B24B,3661,2004,G02B
6808471,6688282,3711,2004,B60K,3711,2004,F02D
6808471,6739314,3711,2004,B60K,3711,2004,F02D
6808594,6708467,3579,2004,B43M,3579,2004,B65B
6808600,6736935,2211,2004,D21F,2211,2004,D21F
6808801,6689934,2211,2004,B32B,2211,2004,A61F
6808847,6730436,3420,2004,H01M,3420,2004,H01M
6808943,6713881,3674,2004,H01L,3674,2004,H01L
6808961,6753597,3674,2004,H01L,3674,2004,H01L
6809016,6723621,3674,2004,H01L,7370,2004,H01L
6809051,6686305,3679,2004,C04B,3679,2004,C04B
6809051,6689707,3679,2004,C04B,3679,2004,C04B
6809110,6710063,2834,2004,C07D,2834,2004,A61K
6809258,6674000,3576,2004,H02G,6172,2004,H02G
6809362,6674115,3674,2004,H01L,3674,2004,H01L
6809362,6687427,3674,2004,H01L,3674,2004,G02B
6809362,6690026,3674,2004,H01L,3674,2004,H01L
6809362,6707712,3674,2004,H01L,3674,2004,G11C
6809362,6714954,3674,2004,H01L,3674,2004,G06F
6809417,6717246,3674,2004,H01L,3674,2004,H01L
6809579,6711446,3570,2004,G05F,3600,2004,G05B
6809606,6753739,3674,2004,H03L,3674,2004,H03L
6809669,6744392,3812,2004,H03M,3576,2004,H03M
6809673,6741195,3674,2004,H03M,3674,2004,H03M
6809675,6687493,7370,2004,H03M,3663,2004,H04B
6809676,6677879,3674,2004,H03M,3674,2004,H03M
6809701,6675045,2834,2004,H01Q,2834,2004,A61N
6809701,6687546,2834,2004,H01Q,3845,2004,A61B
6809701,6708065,2834,2004,H01Q,2834,2004,A61N
6809732,6693639,3674,2004,G06F,3571,2004,G06T
6809735,6724767,3571,2004,G06T,3674,2004,H04L
6809906,6704170,7370,2004,G11B,7370,2004,G11B
6809931,6683795,3825,2004,H05K,3674,2004,H05K
6809944,6697275,3674,2004,G11C,3674,2004,G11C
6809944,6718433,3674,2004,G11C,3674,2004,G06F
6809968,6687161,3674,2004,G11C,3674,2004,G11C
6810022,6711177,3728,2004,H04J,3728,2004,H04J
6810034,6731625,3663,2004,H04L,4813,2004,H04L
6810093,6690715,3674,2004,H04L,3674,2004,H04J
6810146,6701293,3861,2004,G06K,3674,2004,G10L
6810146,6741963,3861,2004,G06K,7370,2004,G10L
6810235,6687501,3663,2004,H04B,3663,2004,H04Q
6810306,6691001,3572,2004,G06F,3572,2004,G06F
6810306,6698359,3572,2004,G06F,3572,2004,B61J
6810337,6714884,4813,2004,G01F,3559,2004,G06F
6810337,6737976,4813,2004,G01F,4813,2004,G08B
6810337,6754595,4813,2004,G01F,4813,2004,G01F
6810380,6721632,4813,2004,G10L,7370,2004,G06F
6810380,6732077,4813,2004,G10L,3829,2004,G01L
6810380,6740075,4813,2004,G10L,3845,2004,A61K
6810380,6748052,4813,2004,G10L,4813,2004,H04M
6810465,6678794,3570,2004,G06F,7370,2004,G06F
6810478,6684326,7370,2004,G06F,7370,2004,G06F
6810478,6687820,7370,2004,G06F,7370,2004,G06F
6810478,6735692,7370,2004,G06F,7370,2004,G06F
6810496,6694455,3661,2004,G06F,3661,2004,G08B
6810515,6681377,3674,2004,G06F,7372,2004,G06F
6810516,6738964,3570,2004,G06F,3674,2004,G06F
6810841,6701876,3711,2004,F01L,3714,2004,F01L
6811123,6676083,6172,2004,B64D,6172,2004,B64D
6811250,6733118,3577,2004,B41J,3570,2004,B41J
6811267,6680579,3570,2004,G03B,3570,2004,G09G
6811374,6692228,9997,2004,F01D,9997,2004,F01D
6811375,6692228,9997,2004,F01D,9997,2004,F01D
6811428,6685497,4813,2004,H01R,4813,2004,H01R
6811680,6676484,3559,2004,B23H,3674,2004,B24B
6811696,6688477,3569,2004,B01D,2810,2004,C02F
6811811,6691536,2840,2004,B05D,2840,2004,D06F
6811842,6673057,2840,2004,B01D,2840,2004,A61F
6811938,6682863,3861,2004,G03F,3861,2004,G03C
6812074,6689671,3674,2004,H01L,3674,2004,H01L
6812076,6689650,3674,2004,H01L,7370,2004,H01L
6812087,6673648,3674,2004,H01L,3674,2004,H01L
6812087,6674115,3674,2004,H01L,3674,2004,H01L
6812087,6687427,3674,2004,H01L,3674,2004,G02B
6812087,6690026,3674,2004,H01L,3674,2004,H01L
6812087,6707712,3674,2004,H01L,3674,2004,G11C
6812087,6714954,3674,2004,H01L,3674,2004,G06F
6812119,6706571,3674,2004,H01L,3674,2004,H01L
6812119,6709982,3674,2004,H01L,3674,2004,H01L
6812129,6737222,3674,2004,H01L,3674,2004,G03F
6812183,6686306,2860,2004,B01J,2810,2004,B01J
6812198,6696401,2840,2004,C11D,2840,2004,C11D
6812350,6710040,2834,2004,C07D,2834,2004,C07D
6812366,6693059,2821,2004,C07C,2821,2004,B01J
6812366,6710207,2821,2004,C07C,2821,2004,C07C
6812504,6713810,3674,2004,H01L,3674,2004,H01L
6812550,6756796,3674,2004,H01L,3674,2004,G01R
6812580,6713881,3674,2004,H01L,3674,2004,H01L
6812587,6683389,3510,2004,H02P,3510,2004,F02N
6812587,6713892,3510,2004,H02P,3510,2004,F02N
6812637,6731064,3861,2004,H01J,7370,2004,H01J
6812671,6700350,3674,2004,H01M,3674,2004,H01M
6812731,6708191,3674,2004,H03K,3674,2004,G06F
6812736,6683472,6794,2004,H03K,6794,2004,H03K
6812771,6696888,3674,2004,G06G,3674,2004,G06G
6812815,6714108,3714,2004,H01H,3714,2004,H01H
6813046,6734913,3861,2004,H04N,3570,2004,H04N
6813069,6708003,6172,2004,H01S,3812,2004,H04J
6813087,6771325,3674,2004,G02B,3674,2004,H04N
6813115,6721131,3572,2004,G11B,3572,2004,G11B
6813171,6687141,3674,2004,H02H,3674,2004,H02M
6813178,6673648,3674,2004,G11C,3674,2004,H01L
6813178,6674115,3674,2004,G11C,3674,2004,H01L
6813178,6687427,3674,2004,G11C,3674,2004,G02B
6813178,6690026,3674,2004,G11C,3674,2004,H01L
6813178,6707712,3674,2004,G11C,3674,2004,G11C
6813178,6714954,3674,2004,G11C,3674,2004,G06F
6813251,6701399,3674,2004,H04L,3570,2004,G06F
6813273,6697380,3663,2004,H04L,3674,2004,H04L
6813340,6690792,3576,2004,H04M,3661,2004,H04M
6813483,6766155,3674,2004,H04B,3825,2004,H04B
6813485,6687493,3663,2004,H04B,3663,2004,H04B
6813485,6694128,3663,2004,H04B,3663,2004,H04B
6813485,6704549,3663,2004,H04B,3663,2004,H04B
6813485,6704558,3663,2004,H04B,3663,2004,H04B
6813489,6751453,7370,2004,H04M,7372,2004,H04M
6813497,6690929,4812,2004,H04Q,7373,2004,H04M
6813559,6711477,7370,2004,G01C,3760,2004,G06F
6813627,6711602,3570,2004,G06F,3674,2004,G06F
6813641,6735771,3571,2004,G06F,7373,2004,G06F
6813689,6738848,3572,2004,G06F,3674,2004,G06F
6813691,6678794,3570,2004,G06F,7370,2004,G06F
6813708,6754818,7370,2004,G06F,3571,2004,G06F
6813737,6684350,3576,2004,G01R,3576,2004,G01R
6813761,6675379,7372,2004,G06F,7370,2004,G06F
6813764,6684398,7370,2004,G08F,3571,2004,G06F
6813764,6704927,7370,2004,G08F,3571,2004,G06F
6813764,6718457,7370,2004,G08F,3571,2004,G06F
6813764,6721944,7370,2004,G08F,3571,2004,G06F
6813764,6738967,7370,2004,G08F,7372,2004,G06F
6813853,6741222,3990,2004,G09F,3990,2004,G09G
6813895,6694763,3720,2004,F25B,2810,2004,F25B
6813911,6671916,3600,2004,D06F,3630,2004,D06F
6813964,6685668,2834,2004,G01F,2834,2004,A61M
6814088,6716805,2840,2004,B08B,2840,2004,C11D
6814139,6698518,1600,2004,E21B,3533,2004,E21B
6814169,6672413,9997,2004,B62D,9997,2004,B62D
6815268,6686231,3674,2004,H01L,3674,2004,H01L
6815277,6689650,7370,2004,H01L,7370,2004,H01L
6815297,6716046,3674,2004,H01L,3674,2004,H01L
6815565,6693221,9997,2004,C07C,9997,2004,C07C
6815644,6727478,9997,2004,F24C,9997,2004,F24C
6815644,6730879,9997,2004,F24C,9997,2004,A21B
6815644,6730880,9997,2004,F24C,9997,2004,A21B
6815644,6730881,9997,2004,F24C,3630,2004,F24C
6815729,6686588,3674,2004,H01L,3674,2004,H01J
6815732,6696731,3674,2004,H01L,3674,2004,H01L
6815818,6674115,3674,2004,H01L,3674,2004,H01L
6815818,6687427,3674,2004,H01L,3674,2004,G02B
6815818,6690026,3674,2004,H01L,3674,2004,H01L
6815818,6707712,3674,2004,H01L,3674,2004,G11C
6815818,6714954,3674,2004,H01L,3674,2004,G06F
6815826,6696746,3674,2004,H01L,3674,2004,H01L
6815978,6686759,3674,2004,H03K,7372,2004,G01R
6816128,6690336,3728,2004,H01Q,3661,2004,H01Q
6816196,6750906,3674,2004,H04N,3576,2004,H04N
6816267,6734979,3827,2004,G01B,3827,2004,G01B
6816285,6751358,3577,2004,H04N,3577,2004,G06K
6816374,6698499,7370,2004,H05K,3825,2004,F28F
6816383,6678170,7370,2004,H06K,7370,2004,H05K
6816383,6709276,7370,2004,H06K,7370,2004,H01R
6816387,6741471,7370,2004,H01R,7370,2004,H05K
6816390,6731515,7370,2004,H05K,3674,2004,H05K
6816403,6674679,7370,2004,G11C,3570,2004,G11C
6816414,6706599,3674,2004,G11C,3663,2004,H01L
6816420,6711056,3674,2004,G11C,3674,2004,G11C
6816425,6717873,3674,2004,G11C,3674,2004,G11C
6816465,6754179,3674,2004,H04J,3674,2004,H04L
6816469,6687234,4813,2004,H04L,9997,2004,H04L
6816475,6707826,3812,2004,H04Q,3663,2004,H04J
6816554,6697896,3674,2004,H04L,3674,2004,G06F
6816622,6760486,7372,2004,G06K,9997,2004,G06K
6816718,6760568,3674,2004,H04B,3663,2004,H04B
6816718,6766157,3674,2004,H04B,3674,2004,H04B
6816747,6725183,3711,2004,G06F,9997,2004,G06F
6816889,6690757,3674,2004,G06F,3570,2004,H04L
6816912,6697354,3669,2004,G06F,3576,2004,H04L
6816912,6721297,3669,2004,G06F,3663,2004,H04Q
6816917,6675260,3570,2004,G06F,3570,2004,G06F
6816961,6675182,3571,2004,G06F,7370,2004,G06F
6816979,6715021,3674,2004,G06F,3674,2004,G06F
6816984,6675295,7372,2004,G06F,7372,2004,G06F
6816985,6718446,3571,2004,G06F,3572,2004,G06F
6816985,6738932,3571,2004,G06F,3571,2004,G06F
6816991,6691272,3571,2004,G01R,3674,2004,G01R
6817014,6698015,3570,2004,G06F,3576,2004,G06F
6817014,6708330,3570,2004,G06F,3576,2004,G06F
6817087,6696912,3674,2004,H01F,3674,2004,H01F
6817222,6707929,2840,2004,G01N,2840,2004,G06K
6817336,6694948,3711,2004,F00B,3711,2004,F02D
6817336,6715289,3711,2004,F00B,3711,2004,F02B
6817336,6752121,3711,2004,F00B,3711,2004,F01L
6817405,6741470,7370,2004,F28F,3674,2004,H05K
6817466,6691860,3728,2004,B65G,3728,2004,B65B
6817629,6729693,3812,2004,B60R,3714,2004,A47C
6817723,6733139,3570,2004,G03B,3570,2004,G03B
6817723,6758579,3570,2004,G03B,7370,2004,G03B
6818358,6675369,3674,2004,G03F,3674,2004,G06F
6818360,6674522,3674,2004,G03F,3827,2004,G01N
6818362,6709793,3674,2004,G03F,3663,2004,G03F
6818477,6681483,3663,2004,H01L,3663,2004,H01K
6818513,6750105,3674,2004,H01L,3674,2004,H01L
6818518,6713334,3674,2004,H01L,3674,2004,H01L
6818558,6709928,3674,2004,H01L,3674,2004,H01L
6818558,6713127,3674,2004,H01L,3559,2004,C23C
6818575,6686304,2851,2004,C03C,2851,2004,C03C
6818970,6677667,3674,2004,H01L,3674,2004,H01L
6818970,6686652,3674,2004,H01L,3674,2004,H01L
6819000,6732908,7370,2004,H01L,7370,2004,B23K
6819000,6747472,7370,2004,H01L,7370,2004,G01R
6819008,6683428,3714,2004,H02P,3711,2004,H02P
6819008,6756749,3714,2004,H02P,3570,2004,H02P
6819008,6756757,3714,2004,H02P,3600,2004,H02P
6819078,6768284,3674,2004,H02D,3714,2004,H02D
6819094,6700364,3674,2004,G05F,3674,2004,G05F
6819111,6680613,3533,2004,G01V,1389,2004,G01V
6819111,6710601,3533,2004,G01V,1389,2004,G01V
6819138,6686785,3571,2004,H03K,3571,2004,H03L
6819166,6680632,3674,2004,H03O,3674,2004,H03L
6819170,6727757,3674,2004,G06G,3674,2004,H03F
6819183,6677823,3663,2004,H03F,3357,2004,H03G
6819260,6691779,1600,2004,G01V,1389,2004,E21B
6819260,6693553,1600,2004,G01V,1389,2004,G01V
6819338,6717588,7370,2004,G06F,7372,2004,G09G
6819364,6721881,3651,2004,H04N,3571,2004,G06F
6819562,6683449,3570,2004,H05K,3571,2004,H05K
6819563,6704198,7370,2004,H05K,3663,2004,H05K
6819566,6707168,7370,2004,H05K,3674,2004,H01L
6819578,6678196,3674,2004,G11C,3674,2004,G11C
6819586,6724674,3570,2004,G11C,7370,2004,G11C
6819599,6681301,3674,2004,G11C,3674,2004,G06F
6819622,6751740,3674,2004,G11C,3571,2004,G06F
6819660,6728218,3663,2004,H04B,3663,2004,G01R
6819660,6751199,3663,2004,H04B,3663,2004,H04L
6819683,6675327,7373,2004,G01R,3674,2004,G11B
6819683,6678842,7373,2004,G01R,3674,2004,G11B
6819684,6782066,3674,2004,H04J,3576,2004,H04L
6819684,6785299,3674,2004,H04J,3576,2004,H04J
6819742,6751293,3845,2004,H01J,3845,2004,H01J
6819758,6744881,7389,2004,H04M,7389,2004,H04M
6819844,6714300,6172,2004,G01J,3823,2004,G01J
6819852,6674949,3679,2004,G02B,3679,2004,G02B
6819906,6722650,3577,2004,G03G,3577,2004,B65H
6819908,6683865,3570,2004,H04H,3663,2004,H04L
6819915,6756821,3674,2004,H04B,3674,2004,H03K
6819988,6701282,7370,2004,G01M,3711,2004,G06F
6820022,6691052,2211,2004,G06F,3827,2004,G01N
6820039,6687634,3570,2004,G06F,3570,2004,G01D
6820051,6681341,3674,2004,G06F,3576,2004,G06F
6820101,6757890,3571,2004,G06F,3571,2004,G06F
6820105,6691143,7372,2004,G06F,7372,2004,G06F
6820121,6700809,7370,2004,G06F,3674,2004,G11C
6820121,6718379,7370,2004,G06F,3674,2004,G06F
6820126,6735417,3663,2004,G06F,3663,2004,H04B
6820134,6683865,3576,2004,G06F,3663,2004,H04L
6820150,6725311,7372,2004,G06F,7372,2004,G06F
6820154,6687903,3674,2004,G06F,3572,2004,G06F
6820163,6697888,3674,2004,G06F,3674,2004,G06F
6820163,6742098,3674,2004,G06F,3674,2004,G06F
6820181,6681292,3674,2004,G06F,3674,2004,G06F
6820211,6728833,7370,2004,G06F,7370,2004,G06F
6820218,6732123,7372,2004,G06F,7370,2004,G06F
6820218,6735716,7372,2004,G06F,3576,2004,G06F
6820221,6678840,3570,2004,G06F,3570,2004,G06F
6820292,6701544,2590,2004,A61G,2590,2004,A61G
6820293,6704954,2590,2004,A47C,2590,2004,A47C
6820346,6681323,3829,2004,G06F,3600,2004,G06F
6820346,6684397,3829,2004,G06F,7370,2004,G06F
6820414,6679051,3510,2004,F01N,3711,2004,F01N
6820597,6715462,3711,2004,F02M,3711,2004,F02B
6820600,6738707,3711,2004,F02M,3711,2004,F02D
6820861,6742767,3612,2004,B66F,3612,2004,B66F
6820982,6755532,3861,2004,G03B,3861,2004,G03B
6821352,6677286,2810,2004,C23G,2810,2004,C09K
6821515,6685940,2834,2004,A61K,2834,2004,A61K
6821563,6720027,3559,2004,C23C,3559,2004,B05D
6821583,6720130,3861,2004,B32B,3861,2004,G03F
6821664,6686078,3621,2004,H01M,3621,2004,H01M
6821899,6739953,3559,2004,H01L,3674,2004,B24B
6822135,6689934,2211,2004,A61F,2211,2004,A61F
6822176,6689976,3825,2004,H01H,3825,2004,H01H
6822176,6743991,3825,2004,H01H,3825,2004,H01H
6822176,6765162,3825,2004,H01H,3825,2004,H01H
6822199,6734403,3630,2004,H05B,3630,2004,H05B
6822227,6680476,3825,2004,H01J,3825,2004,B01D
6822396,6724148,3679,2004,H01J,3679,2004,H01J
6822410,6678601,3714,2004,E05F,3714,2004,G05B
6822441,6769168,3714,2004,G01B,3540,2004,H01R
6822463,6688906,3825,2004,G01R,3825,2004,H01R
6822463,6704670,3825,2004,G01R,3825,2004,G01R
6822480,6762621,3674,2004,H03K,3674,2004,H03K
6822482,6686775,3674,2004,H03K,3674,2004,H03K
6822526,6762368,3674,2004,H01P,3571,2004,H05K
6822545,6696912,3674,2004,H01F,3674,2004,H01F
6822545,6701607,3674,2004,H01F,3674,2004,H01F
6822579,6697642,1389,2004,G01W,3674,2004,H04B
6822579,6762718,1389,2004,G01W,4841,2004,H01Q
6822584,6672170,3570,2004,H03M,3674,2004,G01L
6822594,6724332,3576,2004,H03M,3576,2004,H03M
6822615,6677899,3812,2004,H01Q,3812,2004,H01Q
6822763,6687024,3577,2004,H04N,3570,2004,H04N
6822816,6700724,3572,2004,G11B,3572,2004,G11B
6822817,6674595,7370,2004,G11B,3674,2004,G11B
6822863,6678157,3571,2004,H05K,3571,2004,H05K
6822863,6744630,3571,2004,H05K,3571,2004,G06F
6822894,6735110,3674,2004,G11C,3674,2004,G11C
6822904,6687161,3674,2004,G11C,3674,2004,G11C
6822940,6684244,3576,2004,H04L,3570,2004,G06F
6822973,6735454,3663,2004,H04J,3663,2004,H04B
6822973,6738617,3663,2004,H04J,3663,2004,H04Q
6823028,6704377,3674,2004,H04L,7373,2004,H04L
6823185,6738902,3663,2004,H04Q,3663,2004,H04L
6823190,6738808,7370,2004,H04Q,4813,2004,G06F
6823202,6687522,3845,2004,A61B,2835,2004,A61B
6823231,6675053,3674,2004,G06F,3674,2004,H01L
6823231,6735492,3674,2004,G06F,7370,2004,G06F
6823231,6766211,3674,2004,G06F,7370,2004,G06F
6823247,6678606,3711,2004,G06F,3510,2004,G06F
6823272,6745140,3825,2004,G06F,3825,2004,G06F
6823282,6681359,3674,2004,G06F,3674,2004,G01R
6823287,6675129,3531,2004,G06F,9997,2004,G06F
6823297,6721694,1389,2004,G06G,3812,2004,G06G
6823347,6694340,7372,2004,G06F,7370,2004,G06F
6823365,6687743,3570,2004,G06F,7370,2004,G06F
6823369,6694429,7372,2004,G06F,4813,2004,H04L
6823375,6725317,7370,2004,G06F,3570,2004,G06F
6823392,6697378,3570,2004,G06F,3576,2004,H04J
6823401,6697900,3570,2004,G06F,3674,2004,G06F
6823405,6681274,3674,2004,G06F,3674,2004,G06F
6823414,6681261,3674,2004,G06F,3572,2004,G06F
6823424,6678775,3570,2004,G06F,3570,2004,G06F
6823428,6745295,7370,2004,G06F,7370,2004,G06F
6823437,6701420,7370,2004,G06F,3570,2004,G06F
6823445,6691308,7370,2004,G06F,3674,2004,G06F
6823465,6748545,3674,2004,G06F,3674,2004,G06F
6823466,6687844,3825,2004,G11B,3674,2004,G06F
6823474,6691245,3571,2004,G06F,3674,2004,G06F
6823492,6675354,3571,2004,G06F,7370,2004,G06F
6823509,6704803,7370,2004,G06F,7370,2004,G06F
6823509,6704804,7370,2004,G06F,7370,2004,G06F
6823822,6748905,2860,2004,F02B,2860,2004,F02B
6823843,6751947,3711,2004,F02M,3711,2004,F01N
6823950,6705398,2911,2004,E21B,1389,2004,E21B
6824393,6683793,7370,2004,H01R,3572,2004,H05K
6824598,6673140,3570,2004,C09D,3570,2004,C09D
6824687,6720461,3612,2004,B01D,2911,2004,C07C
6824810,6673384,2840,2004,A21D,2840,2004,A23J
6825102,6689671,7370,2004,H01L,3674,2004,H01L
6825114,6673684,3674,2004,H01L,3674,2004,H01L
6825369,6686488,2821,2004,C07F,2821,2004,C07F
6825428,6706981,3674,2004,H01H,3674,2004,H01H
6825642,6696882,3674,2004,G05F,3679,2004,G05F
6825675,6758547,3577,2004,G01R,3577,2004,B41J
6825711,6707747,7370,2004,G05F,3674,2004,G11C
6825747,6696912,3674,2004,H01F,3674,2004,H01F
6825785,6750839,3674,2004,H03M,3674,2004,G09G
6826028,6674274,3674,2004,H02H,3674,2004,G05F
6826030,6709484,3540,2004,H02H,5940,2004,B03C
6826086,6751147,3570,2004,G11C,3570,2004,G11C
6826090,6696873,7370,2004,G11C,3674,2004,H03K
6826092,6707722,3674,2004,G11C,3674,2004,G11C
6826094,6707710,3570,2004,G11C,3570,2004,G11C
6826103,6737909,3674,2004,G11C,3674,2004,G05F
6826113,6681301,7370,2004,G11C,3674,2004,G06F
6826113,6707756,7370,2004,G11C,3674,2004,G11C
6826157,6728216,7370,2004,H04J,3674,2004,H04J
6826204,6697408,3826,2004,H01S,3826,2004,H01S
6826258,6687336,3825,2004,H04M,3825,2004,H04M
6826258,6741676,3825,2004,H04M,3825,2004,H04M
6826267,6690979,9997,2004,H04M,3630,2004,H05B
6826305,6683967,3578,2004,G06K,7370,2004,G06K
6826326,6728445,3674,2004,G02B,2820,2004,G02B
6826326,6738543,3674,2004,G02B,2820,2004,G02B
6826581,6725453,3674,2004,G06F,7372,2004,G06F
6826601,6687848,7372,2004,G06F,3571,2004,G06F
6826602,6751608,4813,2004,G06F,4813,2004,G06F
6826631,6681248,3674,2004,G06F,3661,2004,G06F
6826645,6675248,3674,2004,G06F,3570,2004,G06F
6826645,6675266,3674,2004,G06F,3674,2004,G06F
6826678,6745322,7370,2004,G06F,3570,2004,G06F
6826686,6687836,7370,2004,H04L,3570,2004,H04L
6826695,6732172,7370,2004,H04L,7370,2004,G06F
6826734,6710618,3674,2004,G06F,3674,2004,H03K
6826738,6703170,7373,2004,G06F,3559,2004,G03F
6826830,6673190,7370,2004,H01K,3728,2004,B32B
6826830,6722031,7370,2004,H01K,7370,2004,H01K
6826830,6764748,7370,2004,H01K,7370,2004,B32B
6827124,6698493,3320,2004,B22D,3320,2004,B22D
6827174,6712164,3711,2004,B60K,3711,2004,B60K
6827174,6726438,3711,2004,B60K,3711,2004,B65G
6827174,6731020,3711,2004,B60K,3714,2004,B60L
6827419,6755499,3570,2004,B41J,3570,2004,B41J
6827504,6707679,3825,2004,G02B,3825,2004,H05K
6827504,6722795,3825,2004,G02B,3825,2004,G02B
6827504,6726377,3825,2004,G02B,3825,2004,G02B
6827793,6733596,3559,2004,B08B,3559,2004,B08B
6827868,6734047,7370,2004,H01L,7370,2004,H01L
6827905,6689323,3841,2004,B01L,3825,2004,B01L
6827905,6756232,3841,2004,B01L,3826,2004,G01N
6828049,6713201,3570,2004,H01M,3570,2004,H01M
6828161,6713342,3674,2004,H01L,3674,2004,H01L
6828256,6682602,3674,2004,H01L,3674,2004,C23C
6828280,6776235,1389,2004,E21B,1389,2004,E21B
6828572,6690022,3559,2004,G01N,3559,2004,H01J
6828574,6724002,3559,2004,H01J,3559,2004,H01J
6828610,6744086,3570,2004,H01L,3674,2004,H01L
6828631,6724041,3674,2004,H01L,3674,2004,H01L
6828631,6768172,3674,2004,H01L,3674,2004,H01L
6828632,6716682,3674,2004,H01L,3674,2004,H01L
6828632,6746937,3674,2004,H01L,3674,2004,H01L
6828683,6720247,3674,2004,H01L,3674,2004,H01J
6828852,6708314,3571,2004,H01L,3571,2004,G06F
6828854,6677818,3674,2004,H03G,3674,2004,H03G
6828860,6693491,3674,2004,H03G,3674,2004,H03G
6828864,6690240,3576,2004,H03L,3576,2004,H03L
6828906,6690932,7370,2004,G08B,7373,2004,H04M
6828926,6693566,3674,2004,H03M,3674,2004,H03M
6829089,6702442,3861,2004,G02B,3861,2004,G03B
6829142,6693797,3570,2004,G06F,3674,2004,H05K
6829144,6741470,7370,2004,H05K,3674,2004,H05K
6829153,6697276,3674,2004,G11C,3674,2004,G11C
6829153,6697277,3674,2004,G11C,7370,2004,G11C
6829197,6700833,3721,2004,G01S,3721,2004,G01S
6829214,6675254,3576,2004,G01R,3674,2004,G06F
6829281,6704343,3577,2004,H01S,3577,2004,H01S
6829369,6728391,3760,2004,G06K,4210,2004,G06K
6829380,6701004,3674,2004,G06K,3674,2004,G06K
6829405,6735394,3577,2004,G02B,3661,2004,H04J
6829415,6674940,7373,2004,G02B,7373,2004,G02B
6829470,6678523,7373,2004,H04B,3663,2004,H04Q
6829470,6754169,7373,2004,H04B,3663,2004,H04L
6829519,6779319,7374,2004,G06F,7374,2004,B65B
6829547,6760850,3825,2004,G01R,3570,2004,G06F
6829575,6675227,7370,2004,G06F,7370,2004,G06F
6829575,6704805,7370,2004,G06F,7370,2004,G06F
6829577,6675144,7370,2004,G10L,3570,2004,G10L
6829577,6708154,7370,2004,G10L,7372,2004,G10L
6829577,6738457,7370,2004,G10L,7370,2004,H04M
6829577,6751587,7370,2004,G10L,3674,2004,G01L
6829607,6766069,7372,2004,G06F,3577,2004,G06K
6829617,6681223,7370,2004,G06F,7370,2004,G06F
6829617,6748447,7370,2004,G06F,3572,2004,G06F
6829617,6748504,7370,2004,G06F,7370,2004,G06F
6829640,6681369,7370,2004,G06F,3577,2004,G06F
6829651,6735198,7370,2004,G06F,3576,2004,H04L
6829655,6721787,7372,2004,G06F,3576,2004,G06F
6829685,6690757,7370,2004,G06F,3570,2004,H04L
6829698,6678797,7370,2004,G06F,3674,2004,G06F
6829719,6691250,3674,2004,G06F,3576,2004,G06F
6829746,6681370,7370,2004,G06F,7372,2004,G06F
